   #           Energy [Eh]      SASA
No   1     -305.4306211255     3774.2
No   2     -305.4301963533     3673.5
No   3     -305.4198160342     3853.9
No   4     -305.4227778071     3683.3
No   5     -305.4198447081     3766.0
No   6     -305.4287539863     3650.8
No   7     -305.4202893679     3654.1
No   8     -305.4304149349     3819.5
No   9     -305.4029700872     3811.7
No  10     -305.4241064234     4042.4
No  11     -305.4226855234     3734.8
No  12     -305.4150850344     4065.3
No  13     -305.4221431194     3703.9
No  14     -305.4057133455     3749.0
No  15     -305.4285028746     3904.5
No  16     -305.4195027083     4103.4
No  17     -305.4152045064     3720.0
No  18     -305.4235800007     3943.1
No  19     -305.4151140469     3789.4
No  20     -305.4162158953     3897.8
