  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.469282     0.0000   0.6758
     2   -305.467478     1.1321   0.1000
     3   -305.467306     1.2405   0.0833
     4   -305.467124     1.3543   0.0687
     5   -305.466827     1.5407   0.0502
     6   -305.465579     2.3239   0.0134
     7   -305.464198     3.1904   0.0031
     8   -305.463556     3.5934   0.0016
     9   -305.463212     3.8091   0.0011
     10  -305.463073     3.8966   0.0009
     11  -305.462643     4.1660   0.0006
     12  -305.462545     4.2279   0.0005
     13  -305.462335     4.3597   0.0004
     14  -305.461602     4.8193   0.0002
     15  -305.461463     4.9070   0.0002
     16  -305.460730     5.3669   0.0001
     17  -305.460067     5.7828   0.0000
     18  -305.457666     7.2894   0.0000
     19  -305.457013     7.6991   0.0000
     20  -305.455339     8.7495   0.0000

Ensemble free energy [Eh]:     -305.4696525454
