  cluster  E_norm [Eh]  De [kcal]    p
     1   -152.477518     0.0000   0.9459
     2   -152.473927     2.2537   0.0211
     3   -152.473716     2.3860   0.0169
     4   -152.473675     2.4119   0.0161

Ensemble free energy [Eh]:     -152.4775708776
