  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.244434     0.0000   0.7586
     2   -127.242590     1.1569   0.1076
     3   -127.241766     1.6740   0.0450
     4   -127.241761     1.6769   0.0447
     5   -127.240847     2.2506   0.0170
     6   -127.240356     2.5587   0.0101
     7   -127.240176     2.6717   0.0083
     8   -127.239456     3.1236   0.0039
     9   -127.238712     3.5907   0.0018
     10  -127.238590     3.6667   0.0016
     11  -127.237614     4.2791   0.0006
     12  -127.237530     4.3322   0.0005
     13  -127.236623     4.9010   0.0002
     14  -127.235464     5.6287   0.0001
     15  -127.235217     5.7836   0.0000
     16  -127.234810     6.0391   0.0000
     17  -127.234147     6.4547   0.0000
     18  -127.233888     6.6176   0.0000
     19  -127.233793     6.6771   0.0000
     20  -127.233515     6.8515   0.0000

Ensemble free energy [Eh]:     -127.2446945762
