  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.543173     0.0000   0.6169
     2   -167.541105     1.2976   0.0690
     3   -167.541063     1.3241   0.0660
     4   -167.540729     1.5334   0.0464
     5   -167.540690     1.5580   0.0445
     6   -167.540636     1.5922   0.0420
     7   -167.540368     1.7604   0.0316
     8   -167.539672     2.1972   0.0151
     9   -167.539616     2.2322   0.0143
     10  -167.539218     2.4821   0.0093
     11  -167.539113     2.5476   0.0084
     12  -167.538968     2.6388   0.0072
     13  -167.538921     2.6681   0.0068
     14  -167.538306     3.0539   0.0036
     15  -167.538021     3.2328   0.0026
     16  -167.537989     3.2530   0.0025
     17  -167.537926     3.2929   0.0024
     18  -167.537682     3.4456   0.0018
     19  -167.537646     3.4685   0.0018
     20  -167.537155     3.7767   0.0011
     21  -167.537050     3.8422   0.0009
     22  -167.536947     3.9068   0.0008
     23  -167.536750     4.0306   0.0007
     24  -167.536696     4.0646   0.0006
     25  -167.536682     4.0731   0.0006
     26  -167.536561     4.1492   0.0006
     27  -167.536086     4.4473   0.0003
     28  -167.535863     4.5872   0.0003
     29  -167.535649     4.7215   0.0002
     30  -167.535580     4.7645   0.0002
     31  -167.535529     4.7966   0.0002
     32  -167.535410     4.8711   0.0002
     33  -167.535280     4.9530   0.0001
     34  -167.535158     5.0297   0.0001
     35  -167.535123     5.0516   0.0001
     36  -167.535107     5.0618   0.0001
     37  -167.535073     5.0829   0.0001
     38  -167.534961     5.1532   0.0001
     39  -167.534549     5.4115   0.0001
     40  -167.533981     5.7684   0.0000
     41  -167.533946     5.7901   0.0000
     42  -167.533676     5.9597   0.0000
     43  -167.533661     5.9690   0.0000
     44  -167.533600     6.0075   0.0000
     45  -167.533326     6.1791   0.0000
     46  -167.533300     6.1956   0.0000
     47  -167.533221     6.2451   0.0000
     48  -167.533167     6.2790   0.0000
     49  -167.532996     6.3862   0.0000
     50  -167.532295     6.8262   0.0000
     51  -167.532040     6.9861   0.0000
     52  -167.532005     7.0079   0.0000
     53  -167.531955     7.0392   0.0000
     54  -167.531927     7.0572   0.0000
     55  -167.531813     7.1287   0.0000
     56  -167.531812     7.1292   0.0000
     57  -167.531717     7.1888   0.0000
     58  -167.531184     7.5230   0.0000
     59  -167.531150     7.5445   0.0000
     60  -167.530853     7.7313   0.0000
     61  -167.530600     7.8897   0.0000
     62  -167.530464     7.9754   0.0000
     63  -167.529449     8.6123   0.0000
     64  -167.529365     8.6649   0.0000
     65  -167.529297     8.7075   0.0000
     66  -167.529000     8.8940   0.0000
     67  -167.528953     8.9234   0.0000
     68  -167.528816     9.0093   0.0000
     69  -167.528639     9.1203   0.0000
     70  -167.528254     9.3622   0.0000
     71  -167.528251     9.3636   0.0000
     72  -167.528038     9.4977   0.0000
     73  -167.527724     9.6947   0.0000
     74  -167.527466     9.8567   0.0000
     75  -167.527185     ******   0.0000
     76  -167.526615     ******   0.0000
     77  -167.526487     ******   0.0000
     78  -167.526071     ******   0.0000
     79  -167.526058     ******   0.0000
     80  -167.525958     ******   0.0000
     81  -167.525415     ******   0.0000
     82  -167.525001     ******   0.0000
     83  -167.524957     ******   0.0000
     84  -167.524681     ******   0.0000
     85  -167.524415     ******   0.0000
     86  -167.524104     ******   0.0000
     87  -167.523580     ******   0.0000
     88  -167.523511     ******   0.0000
     89  -167.523160     ******   0.0000
     90  -167.522964     ******   0.0000
     91  -167.522377     ******   0.0000
     92  -167.521788     ******   0.0000
     93  -167.521760     ******   0.0000
     94  -167.519900     ******   0.0000
     95  -167.519802     ******   0.0000
     96  -167.519224     ******   0.0000
     97  -167.518975     ******   0.0000
     98  -167.515852     ******   0.0000
     99  -167.515623     ******   0.0000
     100  -167.514057     ******   0.0000
     101  -167.513308     ******   0.0000
     102  -167.511341     ******   0.0000
