  cluster  E_norm [Eh]  De [kcal]    p
     1   -779.009877     0.0000   0.9999
     2   -779.000204     6.0696   0.0000
     3   -779.000129     6.1169   0.0000
     4   -778.998170     7.3459   0.0000
     5   -778.997984     7.4625   0.0000
     6   -778.997241     7.9288   0.0000
     7   -778.995624     8.9437   0.0000
     8   -778.995284     9.1573   0.0000
     9   -778.994956     9.3631   0.0000
     10  -778.994702     9.5225   0.0000
     11  -778.993916     ******   0.0000
     12  -778.991643     ******   0.0000
     13  -778.991584     ******   0.0000
     14  -778.989503     ******   0.0000
     15  -778.989271     ******   0.0000
     16  -778.988225     ******   0.0000
     17  -778.987248     ******   0.0000
     18  -778.986867     ******   0.0000
     19  -778.984385     ******   0.0000
     20  -778.983272     ******   0.0000

Ensemble free energy [Eh]:     -779.0098767654
