  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.639816     0.0000   0.5642
     2   -203.638721     0.6873   0.1768
     3   -203.638382     0.8999   0.1235
     4   -203.637967     1.1603   0.0796
     5   -203.637438     1.4924   0.0454
     6   -203.634655     3.2387   0.0024
     7   -203.634652     3.2408   0.0024
     8   -203.634405     3.3956   0.0018
     9   -203.634405     3.3958   0.0018
     10  -203.634358     3.4249   0.0017
     11  -203.632152     4.8092   0.0002
     12  -203.629770     6.3042   0.0000
     13  -203.628558     7.0643   0.0000
     14  -203.627614     7.6567   0.0000
     15  -203.627269     7.8736   0.0000
     16  -203.626683     8.2410   0.0000
     17  -203.626386     8.4274   0.0000
     18  -203.625553     8.9504   0.0000
     19  -203.622495     ******   0.0000
     20  -203.616972     ******   0.0000

Ensemble free energy [Eh]:     -203.6403564971
