  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.046629     0.0000   0.6551
     2   -229.045715     0.5741   0.2486
     3   -229.044648     1.2433   0.0803
     4   -229.042216     2.7696   0.0061
     5   -229.041797     3.0326   0.0039
     6   -229.041749     3.0623   0.0037
     7   -229.041045     3.5041   0.0018
     8   -229.038991     4.7932   0.0002
     9   -229.038260     5.2519   0.0001
     10  -229.037613     5.6576   0.0000
     11  -229.036792     6.1730   0.0000
     12  -229.035827     6.7785   0.0000
     13  -229.035419     7.0344   0.0000
     14  -229.034960     7.3230   0.0000
     15  -229.034843     7.3961   0.0000
     16  -229.034724     7.4708   0.0000
     17  -229.034570     7.5674   0.0000
     18  -229.032665     8.7631   0.0000
     19  -229.029998     ******   0.0000
     20  -229.028363     ******   0.0000

Ensemble free energy [Eh]:     -229.0470287802
