  cluster  E_norm [Eh]  De [kcal]    p
     1   -152.699152     0.0000   0.6091
     2   -152.698388     0.4797   0.2711
     3   -152.696980     1.3629   0.0610
     4   -152.695585     2.2387   0.0139
     5   -152.695514     2.2829   0.0129
     6   -152.695511     2.2847   0.0129
     7   -152.695039     2.5812   0.0078
     8   -152.694954     2.6345   0.0071
     9   -152.693413     3.6015   0.0014
     10  -152.693000     3.8608   0.0009
     11  -152.692757     4.0128   0.0007
     12  -152.692295     4.3031   0.0004
     13  -152.692252     4.3301   0.0004
     14  -152.691756     4.6410   0.0002
     15  -152.690120     5.6678   0.0000
     16  -152.689150     6.2765   0.0000
     17  -152.686751     7.7817   0.0000
     18  -152.686068     8.2106   0.0000
     19  -152.684101     9.4450   0.0000
     20  -152.681116     ******   0.0000

Ensemble free energy [Eh]:     -152.6996203687
