  cluster  E_norm [Eh]  De [kcal]    p
     1   -906.382403     0.0000   0.9980
     2   -906.376035     3.9956   0.0012
     3   -906.375515     4.3223   0.0007
     4   -906.373907     5.3311   0.0001
     5   -906.372935     5.9414   0.0000
     6   -906.372015     6.5183   0.0000
     7   -906.370972     7.1733   0.0000
     8   -906.369179     8.2984   0.0000
     9   -906.368071     8.9933   0.0000
     10  -906.367880     9.1133   0.0000
     11  -906.367182     9.5512   0.0000
     12  -906.366989     9.6723   0.0000
     13  -906.365506     ******   0.0000
     14  -906.365463     ******   0.0000
     15  -906.364534     ******   0.0000
     16  -906.364206     ******   0.0000
     17  -906.363672     ******   0.0000
     18  -906.363422     ******   0.0000
     19  -906.362449     ******   0.0000
     20  -906.361909     ******   0.0000
     21  -906.361384     ******   0.0000
     22  -906.360555     ******   0.0000
     23  -906.359872     ******   0.0000
     24  -906.359821     ******   0.0000
     25  -906.359811     ******   0.0000
     26  -906.355906     ******   0.0000
     27  -906.354837     ******   0.0000
     28  -906.354305     ******   0.0000
     29  -906.353499     ******   0.0000
     30  -906.352007     ******   0.0000
     31  -906.351554     ******   0.0000
     32  -906.349969     ******   0.0000
     33  -906.349906     ******   0.0000
     34  -906.349679     ******   0.0000
     35  -906.347607     ******   0.0000
     36  -906.346897     ******   0.0000
     37  -906.343323     ******   0.0000
     38  -906.342602     ******   0.0000
     39  -906.342165     ******   0.0000
     40  -906.339500     ******   0.0000
     41  -906.339240     ******   0.0000
     42  -906.337390     ******   0.0000
     43  -906.336989     ******   0.0000
     44  -906.336475     ******   0.0000
     45  -906.335302     ******   0.0000
     46  -906.334739     ******   0.0000
     47  -906.333862     ******   0.0000
     48  -906.333063     ******   0.0000
     49  -906.331610     ******   0.0000
     50  -906.318493     ******   0.0000
     51  -906.316904     ******   0.0000
