  cluster  E_norm [Eh]  De [kcal]    p
     1   -458.523834     0.0000   0.9786
     2   -458.520221     2.2674   0.0213
     3   -458.513968     6.1911   0.0000
     4   -458.513642     6.3956   0.0000
     5   -458.512706     6.9830   0.0000
     6   -458.512111     7.3564   0.0000
     7   -458.510421     8.4172   0.0000
     8   -458.509313     9.1124   0.0000
     9   -458.509169     9.2026   0.0000
     10  -458.507375     ******   0.0000
     11  -458.507007     ******   0.0000
     12  -458.506083     ******   0.0000
     13  -458.505527     ******   0.0000
     14  -458.504878     ******   0.0000
     15  -458.504868     ******   0.0000
     16  -458.504541     ******   0.0000
     17  -458.504138     ******   0.0000
     18  -458.503314     ******   0.0000
     19  -458.501688     ******   0.0000
     20  -458.501518     ******   0.0000
     21  -458.500014     ******   0.0000
     22  -458.499176     ******   0.0000
     23  -458.498922     ******   0.0000
     24  -458.498702     ******   0.0000
     25  -458.498376     ******   0.0000
     26  -458.497965     ******   0.0000
     27  -458.497031     ******   0.0000
     28  -458.496608     ******   0.0000
     29  -458.496148     ******   0.0000
     30  -458.495252     ******   0.0000
     31  -458.494339     ******   0.0000
     32  -458.493346     ******   0.0000
     33  -458.492416     ******   0.0000
     34  -458.491838     ******   0.0000
     35  -458.490882     ******   0.0000
     36  -458.490881     ******   0.0000
     37  -458.490527     ******   0.0000
     38  -458.490266     ******   0.0000
     39  -458.490166     ******   0.0000
     40  -458.489838     ******   0.0000
     41  -458.489227     ******   0.0000
     42  -458.489121     ******   0.0000
     43  -458.485981     ******   0.0000
     44  -458.485936     ******   0.0000
     45  -458.485933     ******   0.0000
     46  -458.485530     ******   0.0000
     47  -458.482654     ******   0.0000
     48  -458.480900     ******   0.0000
     49  -458.480555     ******   0.0000
     50  -458.480431     ******   0.0000
     51  -458.472368     ******   0.0000
