  cluster  E_norm [Eh]  De [kcal]    p
     1   -218.466853     0.0000   0.9283
     2   -218.464295     1.6052   0.0618
     3   -218.462385     2.8043   0.0082
     4   -218.460171     4.1934   0.0008
     5   -218.459461     4.6386   0.0004
     6   -218.458705     5.1131   0.0002
     7   -218.458504     5.2392   0.0001
     8   -218.457724     5.7290   0.0001
     9   -218.457422     5.9184   0.0000
     10  -218.457268     6.0147   0.0000
     11  -218.457010     6.1770   0.0000
     12  -218.456793     6.3130   0.0000
     13  -218.456763     6.3319   0.0000
     14  -218.456008     6.8059   0.0000
     15  -218.455968     6.8309   0.0000
     16  -218.455884     6.8833   0.0000
     17  -218.455528     7.1071   0.0000
     18  -218.454841     7.5377   0.0000
     19  -218.454545     7.7238   0.0000
     20  -218.454538     7.7278   0.0000

Ensemble free energy [Eh]:     -218.4669236945
