  cluster  E_norm [Eh]  De [kcal]    p
     1   -146.496858     0.0000   0.6186
     2   -146.496398     0.2892   0.3797
     3   -146.490767     3.8226   0.0010
     4   -146.490571     3.9457   0.0008

Ensemble free energy [Eh]:     -146.4973119426
