  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.477319     0.0000   1.0000
     2   -305.467532     6.1411   0.0000
     3   -305.465875     7.1811   0.0000
     4   -305.465596     7.3562   0.0000
     5   -305.463780     8.4955   0.0000
     6   -305.462879     9.0611   0.0000
     7   -305.458354     ******   0.0000
     8   -305.457293     ******   0.0000
     9   -305.457283     ******   0.0000
     10  -305.457085     ******   0.0000
     11  -305.456842     ******   0.0000
     12  -305.456481     ******   0.0000
     13  -305.456188     ******   0.0000
     14  -305.455455     ******   0.0000
     15  -305.455231     ******   0.0000
     16  -305.455161     ******   0.0000
     17  -305.451954     ******   0.0000
     18  -305.451135     ******   0.0000
     19  -305.449386     ******   0.0000
     20  -305.446087     ******   0.0000

Ensemble free energy [Eh]:     -305.4773185579
