  cluster  E_norm [Eh]  De [kcal]    p
     1   -203.616188     0.0000   0.5577
     2   -203.615404     0.4921   0.2430
     3   -203.614895     0.8112   0.1418
     4   -203.613107     1.9332   0.0213
     5   -203.612769     2.1452   0.0149
     6   -203.612118     2.5537   0.0075
     7   -203.611869     2.7100   0.0058
     8   -203.611487     2.9501   0.0038
     9   -203.611119     3.1811   0.0026
     10  -203.610059     3.8458   0.0008
     11  -203.609268     4.3425   0.0004
     12  -203.608373     4.9039   0.0001
     13  -203.607855     5.2289   0.0001
     14  -203.607450     5.4828   0.0001
     15  -203.606964     5.7883   0.0000
     16  -203.606927     5.8114   0.0000
     17  -203.604600     7.2714   0.0000
     18  -203.604218     7.5113   0.0000
     19  -203.600946     9.5647   0.0000
     20  -203.596023     ******   0.0000

Ensemble free energy [Eh]:     -203.6167393594
