  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.085870     0.0000   0.9155
     2   -142.082355     2.2059   0.0221
     3   -142.082259     2.2664   0.0200
     4   -142.081721     2.6039   0.0113
     5   -142.081325     2.8521   0.0074
     6   -142.081145     2.9652   0.0061
     7   -142.080611     3.3004   0.0035
     8   -142.080498     3.3711   0.0031
     9   -142.080010     3.6778   0.0018
     10  -142.080001     3.6831   0.0018
     11  -142.079804     3.8070   0.0015
     12  -142.079795     3.8127   0.0015
     13  -142.079524     3.9827   0.0011
     14  -142.079490     4.0038   0.0011
     15  -142.078638     4.5387   0.0004
     16  -142.078579     4.5755   0.0004
     17  -142.078550     4.5936   0.0004
     18  -142.078455     4.6533   0.0004
     19  -142.078266     4.7716   0.0003
     20  -142.078188     4.8209   0.0003

Ensemble free energy [Eh]:     -142.0859537691
