  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.471552     0.0000   0.9182
     2   -305.469121     1.5251   0.0700
     3   -305.466685     3.0537   0.0053
     4   -305.466679     3.0575   0.0053
     5   -305.465109     4.0430   0.0010
     6   -305.463424     5.1002   0.0002
     7   -305.462003     5.9920   0.0000
     8   -305.461086     6.5673   0.0000
     9   -305.460785     6.7563   0.0000
     10  -305.460344     7.0333   0.0000
     11  -305.460247     7.0938   0.0000
     12  -305.459478     7.5762   0.0000
     13  -305.459440     7.6004   0.0000
     14  -305.459412     7.6177   0.0000
     15  -305.458544     8.1627   0.0000
     16  -305.457686     8.7006   0.0000
     17  -305.457232     8.9855   0.0000
     18  -305.456233     9.6125   0.0000
     19  -305.453687     ******   0.0000
     20  -305.449429     ******   0.0000

Ensemble free energy [Eh]:     -305.4716323217
