   #   Energy       Run. Aver.   Diff / au.
    1 -424.61618939  -0.67666890  -0.67666890
    2 -378.66934198  -0.97839287  -0.30172397
    3 -368.47097168  -0.94856851   0.02982436
    4 -367.61802065  -0.85042942   0.09813908
    5 -370.67930084  -0.77885872   0.07157070
    6 -372.56819961  -0.73607468   0.04278404
    7 -379.41347890  -0.71118540   0.02488927
    8 -376.94740622  -0.69426405   0.01692135
    9 -376.62162227  -0.68193064   0.01233341
   10 -375.55528651  -0.67235277   0.00957787
   11 -376.86813673  -0.66495704   0.00739574
   12 -374.60564770  -0.65867531   0.00628173
   13 -375.53048890  -0.65355906   0.00511624
   14 -376.67292799  -0.64938700   0.00417206
   15 -378.05496520  -0.64598099   0.00340601
   16 -379.46105782  -0.64318865   0.00279234
   17 -381.14458301  -0.64091874   0.00226991
   18 -381.52635722  -0.63896387   0.00195488
   19 -387.20384028  -0.63770754   0.00125633
   20 -393.65056157  -0.63712545   0.00058209
   21 -391.64415594  -0.63647864   0.00064681
   22 -391.09306031  -0.63584778   0.00063087
   23 -392.84087013  -0.63539356   0.00045421
   24 -388.82680726  -0.63471803   0.00067554
   25 -388.72988004  -0.63408150   0.00063653
   26 -387.59621325  -0.63342595   0.00065555
   27 -386.93673974  -0.63277934   0.00064662
   28 -386.07758459  -0.63213033   0.00064901
   29 -386.22206577  -0.63153394   0.00059639
   30 -387.92203061  -0.63106936   0.00046458
   31 -387.69031620  -0.63062710   0.00044226
   32 -386.96879871  -0.63017724   0.00044986
   33 -386.96695203  -0.62975433   0.00042291
   34 -385.55520022  -0.62929092   0.00046341
   35 -386.52209669  -0.62889686   0.00039406
