  cluster  E_norm [Eh]  De [kcal]    p
     1   -891.235130     0.0000   0.9923
     2   -891.229795     3.3480   0.0035
     3   -891.229744     3.3802   0.0033
     4   -891.228562     4.1218   0.0009
     5   -891.222788     7.7451   0.0000
     6   -891.222289     8.0584   0.0000
     7   -891.221378     8.6301   0.0000
     8   -891.217803     ******   0.0000
     9   -891.217393     ******   0.0000
     10  -891.217093     ******   0.0000
     11  -891.217061     ******   0.0000
     12  -891.216790     ******   0.0000
     13  -891.215466     ******   0.0000
     14  -891.215048     ******   0.0000
     15  -891.211512     ******   0.0000
     16  -891.211399     ******   0.0000
     17  -891.210341     ******   0.0000
     18  -891.202827     ******   0.0000
     19  -891.202036     ******   0.0000
     20  -891.199336     ******   0.0000

Ensemble free energy [Eh]:     -891.2351378075
