  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.543185     0.0000   0.5542
     2   -167.542600     0.3669   0.2984
     3   -167.541337     1.1599   0.0782
     4   -167.540236     1.8508   0.0244
     5   -167.540192     1.8779   0.0233
     6   -167.538931     2.6696   0.0061
     7   -167.538828     2.7340   0.0055
     8   -167.538321     3.0522   0.0032
     9   -167.537961     3.2779   0.0022
     10  -167.537708     3.4371   0.0017
     11  -167.537351     3.6607   0.0011
     12  -167.536490     4.2012   0.0005
     13  -167.536183     4.3940   0.0003
     14  -167.535949     4.5406   0.0003
     15  -167.535900     4.5715   0.0002
     16  -167.535262     4.9716   0.0001
     17  -167.535259     4.9737   0.0001
     18  -167.534747     5.2948   0.0001
     19  -167.533517     6.0670   0.0000
     20  -167.533436     6.1173   0.0000

Ensemble free energy [Eh]:     -167.5437422069
