  cluster  E_norm [Eh]  De [kcal]    p
     1   -636.564873     0.0000   0.9639
     2   -636.561703     1.9894   0.0336
     3   -636.558829     3.7928   0.0016
     4   -636.558214     4.1785   0.0008
     5   -636.556332     5.3594   0.0001
     6   -636.554399     6.5727   0.0000
     7   -636.553864     6.9080   0.0000
     8   -636.552371     7.8450   0.0000
     9   -636.552353     7.8564   0.0000
     10  -636.551688     8.2736   0.0000
     11  -636.546577     ******   0.0000
     12  -636.545789     ******   0.0000
     13  -636.544705     ******   0.0000
     14  -636.542412     ******   0.0000
     15  -636.539567     ******   0.0000
     16  -636.538561     ******   0.0000
     17  -636.537667     ******   0.0000
     18  -636.536835     ******   0.0000
     19  -636.536304     ******   0.0000
     20  -636.535665     ******   0.0000

Ensemble free energy [Eh]:     -636.5649078754
