  cluster  E_norm [Eh]  De [kcal]    p
     1   -636.510598     0.0000   0.9986
     2   -636.504351     3.9204   0.0013
     3   -636.501759     5.5469   0.0001
     4   -636.500399     6.4000   0.0000
     5   -636.497331     8.3255   0.0000
     6   -636.496379     8.9229   0.0000
     7   -636.496304     8.9698   0.0000
     8   -636.493247     ******   0.0000
     9   -636.493212     ******   0.0000
     10  -636.491721     ******   0.0000
     11  -636.491007     ******   0.0000
     12  -636.489960     ******   0.0000
     13  -636.487276     ******   0.0000
     14  -636.487175     ******   0.0000
     15  -636.486980     ******   0.0000
     16  -636.486077     ******   0.0000
     17  -636.484297     ******   0.0000
     18  -636.483716     ******   0.0000
     19  -636.483445     ******   0.0000
     20  -636.467105     ******   0.0000

Ensemble free energy [Eh]:     -636.5105998304
