   #           Energy [Eh]      SASA
No   1     -458.2210914602     5053.0
No   2     -458.2202053036     4873.1
No   3     -458.2158637476     4846.7
No   4     -458.2161948465     4675.7
No   5     -458.2033975261     4871.4
No   6     -458.2079287560     4688.2
No   7     -458.2075786493     4720.0
No   8     -458.2049668493     4876.4
No   9     -458.2139719058     4863.4
No  10     -458.2038617857     4778.2
No  11     -458.1973287481     5007.1
No  12     -458.2104906262     4999.4
No  13     -458.1960060011     4757.7
No  14     -458.1990471874     4746.1
No  15     -458.1986877968     4958.7
No  16     -458.2072807658     4993.6
No  17     -458.2033324264     4895.3
No  18     -458.2078546046     4614.1
No  19     -458.1900253807     5054.7
No  20     -458.1983507590     4576.3
