   #           Energy [Eh]      SASA
No   1     -356.4109282433     4122.5
No   2     -356.3930363962     4077.3
No   3     -356.3965712905     4277.2
No   4     -356.3827913594     4173.4
No   5     -356.3921828196     4182.1
No   6     -356.3938287521     4129.7
No   7     -356.3963291248     4092.6
No   8     -356.3710425338     4307.5
No   9     -356.3910016248     4020.1
No  10     -356.3918703428     4201.9
No  11     -356.3920436813     4207.3
No  12     -356.3844297696     4135.3
No  13     -356.3841968207     4008.7
No  14     -356.3780763456     4279.5
No  15     -356.3911770540     4014.8
No  16     -356.3884688311     4160.3
No  17     -356.3853829058     4112.9
No  18     -356.3864062564     4101.4
No  19     -356.3818315488     4107.1
No  20     -356.3871984211     4113.6
