  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.160708     0.0000   0.4479
     2   -178.160200     0.3188   0.2615
     3   -178.159809     0.5642   0.1728
     4   -178.158642     1.2967   0.0502
     5   -178.158115     1.6273   0.0287
     6   -178.157581     1.9625   0.0163
     7   -178.157471     2.0311   0.0145
     8   -178.155928     2.9993   0.0028
     9   -178.155727     3.1255   0.0023
     10  -178.155721     3.1292   0.0023
     11  -178.154443     3.9313   0.0006
     12  -178.151911     5.5205   0.0000
     13  -178.151719     5.6409   0.0000
     14  -178.150660     6.3050   0.0000
     15  -178.149532     7.0130   0.0000
     16  -178.148200     7.8489   0.0000
     17  -178.146675     8.8058   0.0000
     18  -178.145913     9.2841   0.0000
     19  -178.145130     9.7752   0.0000
     20  -178.144023     ******   0.0000

Ensemble free energy [Eh]:     -178.1614665950
