  cluster  E_norm [Eh]  De [kcal]    p
     1   -178.160964     0.0000   0.7965
     2   -178.159426     0.9653   0.1562
     3   -178.157936     1.9000   0.0322
     4   -178.156637     2.7155   0.0081
     5   -178.156128     3.0348   0.0047
     6   -178.154882     3.8168   0.0013
     7   -178.153776     4.5107   0.0004
     8   -178.153009     4.9921   0.0002
     9   -178.152699     5.1864   0.0001
     10  -178.152310     5.4304   0.0001
     11  -178.152250     5.4682   0.0001
     12  -178.152032     5.6051   0.0001
     13  -178.149777     7.0198   0.0000
     14  -178.148979     7.5209   0.0000
     15  -178.148377     7.8987   0.0000
     16  -178.148038     8.1109   0.0000
     17  -178.147716     8.3134   0.0000
     18  -178.144730     ******   0.0000
     19  -178.143823     ******   0.0000
     20  -178.139896     ******   0.0000

Ensemble free energy [Eh]:     -178.1611788097
