   #   Energy       Run. Aver.   Diff / au.
    1 -422.06547093  -0.67260407  -0.67260407
    2 -370.83097020  -0.96808242  -0.29547835
    3 -358.53760375  -0.93433639   0.03374603
    4 -371.44117303  -0.84029807   0.09403832
    5 -375.16729436  -0.77300420   0.06729386
    6 -376.46775475  -0.73294444   0.04005976
    7 -377.68706665  -0.70849850   0.02444595
    8 -374.57560088  -0.69149596   0.01700254
    9 -376.47984867  -0.67943599   0.01205997
   10 -382.56605985  -0.67125217   0.00818382
   11 -387.30250901  -0.66559488   0.00565729
   12 -390.55774192  -0.66152331   0.00407157
   13 -384.43171074  -0.65744915   0.00407416
   14 -387.95999813  -0.65435845   0.00309070
   15 -385.55703899  -0.65149012   0.00286833
   16 -389.47739215  -0.64938470   0.00210542
   17 -381.69864715  -0.64684266   0.00254204
   18 -386.36626626  -0.64497205   0.00187061
   19 -384.11856399  -0.64314517   0.00182689
   20 -384.85187106  -0.64156158   0.00158358
   21 -388.79165840  -0.64043938   0.00112220
   22 -388.74031343  -0.63943645   0.00100293
   23 -390.20874613  -0.63862765   0.00080879
   24 -390.01676326  -0.63788160   0.00074605
   25 -393.36242668  -0.63741101   0.00047059
   26 -392.82514618  -0.63695428   0.00045673
   27 -393.05579552  -0.63654551   0.00040877
   28 -393.17725935  -0.63617457   0.00037095
   29 -392.83273109  -0.63581157   0.00036299
   30 -392.59328629  -0.63546033   0.00035125
   31 -394.75322343  -0.63524315   0.00021717
   32 -395.14238338  -0.63506313   0.00018003
   33 -392.10995263  -0.63474869   0.00031443
   34 -392.33894173  -0.63445954   0.00028916
   35 -391.92002613  -0.63416855   0.00029098
   36 -391.49174507  -0.63387473   0.00029383
   37 -391.30564899  -0.63358869   0.00028604
   38 -391.06240163  -0.63330771   0.00028098
   39 -390.76304338  -0.63302904   0.00027867
   40 -391.14604919  -0.63277962   0.00024942
   41 -391.54249993  -0.63255849   0.00022113
   42 -391.58164938  -0.63235004   0.00020844
   43 -391.57033501  -0.63215117   0.00019887
   44 -392.57104906  -0.63199780   0.00015337
   45 -396.68245679  -0.63199785  -0.00000006
   46 -395.77283311  -0.63196973   0.00002812
   47 -395.30329887  -0.63192628   0.00004345
   48 -394.96838082  -0.63187321   0.00005308
   49 -394.41999306  -0.63180427   0.00006894
   50 -394.51554948  -0.63174081   0.00006345
   51 -394.92032147  -0.63169260   0.00004821
   52 -394.80524931  -0.63164301   0.00004959
   53 -394.83541830  -0.63159618   0.00004684
   54 -394.68032169  -0.63154655   0.00004963
   55 -395.49669988  -0.63152233   0.00002422
   56 -394.47353259  -0.63147031   0.00005202
   57 -394.87398664  -0.63143082   0.00003948
   58 -394.45821730  -0.63138149   0.00004933
   59 -394.48150733  -0.63133430   0.00004720
   60 -393.68151755  -0.63126746   0.00006684
   61 -393.44471017  -0.63119631   0.00007115
   62 -393.64137950  -0.63113244   0.00006387
   63 -393.53099945  -0.63106791   0.00006452
   64 -392.66649788  -0.63098387   0.00008404
   65 -392.93367626  -0.63090867   0.00007520
   66 -392.00889307  -0.63081355   0.00009512
   67 -392.23839631  -0.63072643   0.00008712
   68 -392.55669804  -0.63064945   0.00007698
   69 -391.62286618  -0.63055328   0.00009617
   70 -390.95306939  -0.63044433   0.00010894
   71 -390.20324840  -0.63032145   0.00012289
   72 -390.93877889  -0.63021806   0.00010339
   73 -391.10843395  -0.63012148   0.00009658
   74 -391.61244228  -0.63003845   0.00008303
   75 -391.35072508  -0.62995226   0.00008619
   76 -390.90080062  -0.62985886   0.00009340
   77 -391.20665831  -0.62977412   0.00008474
   78 -391.39337504  -0.62969548   0.00007864
   79 -392.37469148  -0.62963870   0.00005678
   80 -394.61338339  -0.62962821   0.00001049
