   #   Energy       Run. Aver.   Diff / au.
    1 -422.88639687  -0.67391230  -0.67391230
    2 -379.48329292  -0.97628483  -0.30237253
    3 -367.39114952  -0.94680573   0.02947910
    4 -371.41085911  -0.85070472   0.09610100
    5 -374.69806401  -0.78076744   0.06993728
    6 -375.89072660  -0.73881998   0.04194746
    7 -381.51849800  -0.71413725   0.02468273
    8 -385.13518932  -0.69850374   0.01563351
    9 -380.70033062  -0.68656455   0.01193919
   10 -377.50450946  -0.67687335   0.00969121
   11 -380.08787114  -0.66952280   0.00735055
   12 -378.96708684  -0.66344355   0.00607924
   13 -383.63070833  -0.65896906   0.00447449
   14 -389.53448958  -0.65592042   0.00304864
   15 -389.01496288  -0.65331814   0.00260229
   16 -386.45820725  -0.65081438   0.00250376
   17 -387.84963675  -0.64874141   0.00207297
   18 -389.91310530  -0.64710539   0.00163602
   19 -390.86108651  -0.64574409   0.00136130
   20 -390.67892275  -0.64451814   0.00122595
   21 -389.14195654  -0.64329876   0.00121938
   22 -388.69522961  -0.64215817   0.00114059
   23 -388.16277870  -0.64108330   0.00107487
   24 -388.78949624  -0.64014235   0.00094095
   25 -388.55418012  -0.63926704   0.00087531
   26 -390.69053475  -0.63859252   0.00067452
   27 -389.93550446  -0.63793084   0.00066168
   28 -389.78783478  -0.63730848   0.00062236
   29 -391.95695092  -0.63684959   0.00045889
   30 -392.14420489  -0.63643670   0.00041290
   31 -392.04212255  -0.63604667   0.00039002
   32 -393.44567392  -0.63575163   0.00029504
   33 -391.94575557  -0.63540492   0.00034671
   34 -394.79266743  -0.63521053   0.00019440
   35 -395.17146159  -0.63504884   0.00016169
