  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1      653.51    359.34     38.86     45.47    521.23
  2      654.07    362.45     38.78     45.47    520.89
  3      653.70    358.06     38.98     45.47    521.76
  4      653.50    361.49     38.95     45.47    520.56
  5      653.66    361.71     38.95     45.47    520.65
  6      653.17    363.81     38.91     45.47    519.55
  7      653.80    359.17     38.80     45.47    521.59
  8      653.81    362.18     38.84     45.47    520.69
  9      653.75    362.09     38.94     45.47    520.62
  10      653.41    361.54     38.94     45.47    520.45
  11      653.48    364.10     38.91     45.47    519.76
  12      653.42    366.09     38.88     45.47    519.12
  13      653.34    365.79     38.91     45.47    519.13
  14      653.41    360.27     38.81     45.47    520.87
  15      653.43    360.86     38.81     45.47    520.71
  16      653.85    360.08     38.87     45.47    521.35
  17      653.36    361.76     38.87     45.47    520.35
  18      653.53    365.16     38.96     45.47    519.49
  19      653.45    361.36     38.96     45.47    520.54
  20      653.34    362.20     38.95     45.47    520.18
