  cluster  E_norm [Eh]  De [kcal]    p
     1   -243.930580     0.0000   0.5723
     2   -243.930303     0.1738   0.4268
     3   -243.923867     4.2122   0.0005
     4   -243.923199     4.6312   0.0002
     5   -243.923120     4.6811   0.0002
     6   -243.921932     5.4264   0.0001
     7   -243.918516     7.5699   0.0000
     8   -243.917187     8.4040   0.0000
     9   -243.916976     8.5365   0.0000
     10  -243.916342     8.9341   0.0000
     11  -243.916252     8.9906   0.0000
     12  -243.916098     9.0872   0.0000
     13  -243.916049     9.1179   0.0000
     14  -243.915656     9.3648   0.0000
     15  -243.915622     9.3861   0.0000
     16  -243.915511     9.4557   0.0000
     17  -243.914654     9.9937   0.0000
     18  -243.914599     ******   0.0000
     19  -243.914296     ******   0.0000
     20  -243.913980     ******   0.0000
     21  -243.913600     ******   0.0000
     22  -243.913281     ******   0.0000
     23  -243.913037     ******   0.0000
     24  -243.912840     ******   0.0000
     25  -243.912229     ******   0.0000
     26  -243.911759     ******   0.0000
     27  -243.911418     ******   0.0000
     28  -243.911394     ******   0.0000
     29  -243.911096     ******   0.0000
     30  -243.911089     ******   0.0000
     31  -243.910879     ******   0.0000
     32  -243.910464     ******   0.0000
     33  -243.910212     ******   0.0000
     34  -243.909950     ******   0.0000
     35  -243.909382     ******   0.0000
     36  -243.909226     ******   0.0000
     37  -243.909121     ******   0.0000
     38  -243.908814     ******   0.0000
     39  -243.908691     ******   0.0000
     40  -243.908681     ******   0.0000
     41  -243.908337     ******   0.0000
     42  -243.907752     ******   0.0000
     43  -243.907677     ******   0.0000
     44  -243.907621     ******   0.0000
     45  -243.907348     ******   0.0000
     46  -243.907332     ******   0.0000
     47  -243.907325     ******   0.0000
     48  -243.907246     ******   0.0000
     49  -243.906996     ******   0.0000
     50  -243.906861     ******   0.0000
     51  -243.906752     ******   0.0000
     52  -243.906633     ******   0.0000
     53  -243.906509     ******   0.0000
     54  -243.906504     ******   0.0000
     55  -243.906475     ******   0.0000
     56  -243.906429     ******   0.0000
     57  -243.906249     ******   0.0000
     58  -243.906245     ******   0.0000
     59  -243.905947     ******   0.0000
     60  -243.905446     ******   0.0000
     61  -243.905238     ******   0.0000
     62  -243.905083     ******   0.0000
     63  -243.905075     ******   0.0000
     64  -243.905064     ******   0.0000
     65  -243.905046     ******   0.0000
     66  -243.905038     ******   0.0000
     67  -243.904775     ******   0.0000
     68  -243.904262     ******   0.0000
     69  -243.904112     ******   0.0000
     70  -243.903889     ******   0.0000
     71  -243.903790     ******   0.0000
     72  -243.903313     ******   0.0000
     73  -243.903280     ******   0.0000
     74  -243.903140     ******   0.0000
     75  -243.902807     ******   0.0000
     76  -243.902465     ******   0.0000
     77  -243.902339     ******   0.0000
     78  -243.902073     ******   0.0000
     79  -243.902067     ******   0.0000
     80  -243.901495     ******   0.0000
     81  -243.901134     ******   0.0000
     82  -243.901126     ******   0.0000
     83  -243.901115     ******   0.0000
     84  -243.901111     ******   0.0000
     85  -243.901093     ******   0.0000
     86  -243.900807     ******   0.0000
     87  -243.900671     ******   0.0000
     88  -243.900039     ******   0.0000
     89  -243.899831     ******   0.0000
     90  -243.899180     ******   0.0000
     91  -243.899111     ******   0.0000
     92  -243.898395     ******   0.0000
     93  -243.898071     ******   0.0000
     94  -243.897164     ******   0.0000
     95  -243.896928     ******   0.0000
     96  -243.896492     ******   0.0000
     97  -243.893987     ******   0.0000
     98  -243.893879     ******   0.0000
     99  -243.893490     ******   0.0000
     100  -243.888045     ******   0.0000
     101  -243.888031     ******   0.0000
     102  -243.886743     ******   0.0000
