  cluster  E_norm [Eh]  De [kcal]    p
     1   -320.322279     0.0000   0.9111
     2   -320.319883     1.5032   0.0720
     3   -320.318122     2.6087   0.0111
     4   -320.317310     3.1179   0.0047
     5   -320.315636     4.1684   0.0008
     6   -320.313883     5.2685   0.0001
     7   -320.312921     5.8718   0.0000
     8   -320.312365     6.2208   0.0000
     9   -320.312300     6.2617   0.0000
     10  -320.308346     8.7427   0.0000
     11  -320.308320     8.7594   0.0000
     12  -320.308290     8.7778   0.0000
     13  -320.307860     9.0478   0.0000
     14  -320.307351     9.3674   0.0000
     15  -320.306677     9.7902   0.0000
     16  -320.306410     9.9575   0.0000
     17  -320.306173     ******   0.0000
     18  -320.305737     ******   0.0000
     19  -320.305407     ******   0.0000
     20  -320.304075     ******   0.0000

Ensemble free energy [Eh]:     -320.3223666587
