  cluster  E_norm [Eh]  De [kcal]    p
     1   -891.243549     0.0000   0.9987
     2   -891.237246     3.9558   0.0013
     3   -891.231096     7.8146   0.0000
     4   -891.231014     7.8661   0.0000
     5   -891.228879     9.2059   0.0000
     6   -891.227796     9.8852   0.0000
     7   -891.226993     ******   0.0000
     8   -891.221009     ******   0.0000
     9   -891.218740     ******   0.0000
     10  -891.218631     ******   0.0000
     11  -891.218591     ******   0.0000
     12  -891.218384     ******   0.0000
     13  -891.214888     ******   0.0000
     14  -891.214061     ******   0.0000
     15  -891.213166     ******   0.0000
     16  -891.212031     ******   0.0000
     17  -891.210183     ******   0.0000
     18  -891.204990     ******   0.0000
     19  -891.201006     ******   0.0000
     20  -891.198684     ******   0.0000

Ensemble free energy [Eh]:     -891.2435506570
