   #           Energy [Eh]      SASA
No   1     -178.1728840288     2464.8
No   2     -178.1593112132     2463.3
No   3     -178.1667523815     2369.5
No   4     -178.1595529547     2388.5
No   5     -178.1719461861     2445.0
No   6     -178.1821417396     2286.3
No   7     -178.1654748253     2322.9
No   8     -178.1640702891     2269.6
No   9     -178.1693719428     2252.0
No  10     -178.1645654000     2319.2
No  11     -178.1682173809     2255.2
No  12     -178.1673349348     2322.3
No  13     -178.1580180940     2378.2
No  14     -178.1729805263     2461.8
No  15     -178.1642859983     2337.4
No  16     -178.1633907836     2397.5
No  17     -178.1666479428     2259.2
No  18     -178.1637929118     2331.9
No  19     -178.1566894158     2375.0
No  20     -178.1632202830     2405.2
