  cluster  E_norm [Eh]  De [kcal]    p
     1   -422.418666     0.0000   0.9892
     2   -422.413857     3.0178   0.0061
     3   -422.412968     3.5753   0.0024
     4   -422.412374     3.9483   0.0013
     5   -422.412217     4.0468   0.0011
     6   -422.409244     5.9120   0.0000
     7   -422.408119     6.6182   0.0000
     8   -422.407109     7.2522   0.0000
     9   -422.406975     7.3357   0.0000
     10  -422.406929     7.3649   0.0000
     11  -422.405517     8.2506   0.0000
     12  -422.405485     8.2712   0.0000
     13  -422.404935     8.6159   0.0000
     14  -422.404724     8.7488   0.0000
     15  -422.404233     9.0566   0.0000
     16  -422.403761     9.3531   0.0000
     17  -422.403731     9.3719   0.0000
     18  -422.403726     9.3745   0.0000
     19  -422.403668     9.4113   0.0000
     20  -422.403663     9.4145   0.0000

Ensemble free energy [Eh]:     -422.4186759167
