   #           Energy [Eh]      SASA
No   1     -305.4725669275     3633.2
No   2     -305.4707040102     3679.6
No   3     -305.4627218533     3863.1
No   4     -305.4638560127     3572.7
No   5     -305.4680530413     3900.7
No   6     -305.4588997862     3863.8
No   7     -305.4685043418     3710.9
No   8     -305.4572962285     3683.8
No   9     -305.4672777858     3951.3
No  10     -305.4702753529     3517.6
No  11     -305.4603596679     3626.2
No  12     -305.4500723884     3552.6
No  13     -305.4618924638     3831.5
No  14     -305.4614093550     3838.6
No  15     -305.4546008417     3588.6
No  16     -305.4612250373     3790.9
No  17     -305.4633611824     3749.4
No  18     -305.4590462700     3657.7
No  19     -305.4551167314     3661.5
No  20     -305.4572041232     3661.6
