  cluster  E_norm [Eh]  De [kcal]    p
     1   -371.251549     0.0000   0.9843
     2   -371.246575     3.1213   0.0051
     3   -371.246164     3.3791   0.0033
     4   -371.246088     3.4270   0.0030
     5   -371.245391     3.8640   0.0014
     6   -371.245149     4.0158   0.0011
     7   -371.244950     4.1410   0.0009
     8   -371.244386     4.4950   0.0005
     9   -371.243468     5.0709   0.0002
     10  -371.242408     5.7358   0.0001
     11  -371.242015     5.9825   0.0000
     12  -371.241334     6.4099   0.0000
     13  -371.240428     6.9787   0.0000
     14  -371.240403     6.9942   0.0000
     15  -371.239387     7.6315   0.0000
     16  -371.236958     9.1557   0.0000
     17  -371.236065     9.7165   0.0000
     18  -371.234923     ******   0.0000
     19  -371.234919     ******   0.0000
     20  -371.234797     ******   0.0000

Ensemble free energy [Eh]:     -371.2515638589
