   #   Energy       Run. Aver.   Diff / au.
    1 -440.96085652  -0.70271578  -0.70271578
    2 -397.31161057  -1.01929392  -0.31657814
    3 -390.76476132  -0.99262974   0.02666419
    4 -386.30137909  -0.89170885   0.10092089
    5 -383.60130218  -0.81544440   0.07626444
    6 -387.36894168  -0.76971154   0.04573287
    7 -392.01326742  -0.74246417   0.02724737
    8 -393.86462133  -0.72470812   0.01775605
    9 -398.47084319  -0.71276806   0.01194006
   10 -399.17358808  -0.70390961   0.00885846
   11 -398.10270346  -0.69678678   0.00712283
   12 -398.60592728  -0.69106255   0.00572422
   13 -391.20250384  -0.68541902   0.00564354
   14 -389.79353320  -0.68042708   0.00499193
   15 -388.52175056  -0.67600907   0.00441802
   16 -386.18707416  -0.67194664   0.00406243
   17 -389.97762441  -0.66873839   0.00320825
   18 -389.33872249  -0.66587750   0.00286089
   19 -393.78117655  -0.66370865   0.00216885
   20 -394.23445338  -0.66182740   0.00188125
   21 -396.12818319  -0.66028272   0.00154468
   22 -390.38067850  -0.65847744   0.00180528
   23 -389.14316902  -0.65673206   0.00174538
   24 -389.12771637  -0.65513360   0.00159846
   25 -389.15472841  -0.65367062   0.00146298
   26 -388.12667012  -0.65226237   0.00140825
   27 -387.57681348  -0.65092801   0.00133436
   28 -387.20900870  -0.64967067   0.00125734
   29 -389.79454306  -0.64864477   0.00102589
   30 -391.10353155  -0.64776452   0.00088025
   31 -393.58963243  -0.64707356   0.00069096
   32 -393.46560110  -0.64642552   0.00064804
   33 -393.18504007  -0.64580451   0.00062101
   34 -395.39174506  -0.64532425   0.00048026
   35 -395.35527531  -0.64487380   0.00045045
   36 -395.40032684  -0.64445119   0.00042261
   37 -395.42415000  -0.64405321   0.00039798
   38 -394.86371264  -0.64365332   0.00039989
   39 -395.02458159  -0.64328046   0.00037286
   40 -394.41066110  -0.64290246   0.00037800
