   #           Energy [Eh]      SASA
No   1    -1018.6207532092     7693.5
No   2    -1018.6157877261     7983.8
No   3    -1018.6009165089     7820.9
No   4    -1018.6062550451     8224.6
No   5    -1018.5997687117     8282.3
No   6    -1018.6000632940     7781.8
No   7    -1018.6026542128     7900.7
No   8    -1018.5946277143     7911.9
No   9    -1018.5963813763     7989.0
No  10    -1018.5727137953     7981.1
No  11    -1018.5734825217     7479.0
No  12    -1018.5895526634     7951.9
No  13    -1018.5888117146     8288.5
No  14    -1018.5905608135     7964.3
No  15    -1018.5930884999     7644.7
No  16    -1018.5917235127     7722.9
No  17    -1018.5879262150     8082.2
No  18    -1018.5858296785     7879.9
No  19    -1018.5785269044     7708.6
No  20    -1018.5879520034     8224.9
