  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.236470     0.0000   0.7243
     2   -127.235552     0.5763   0.2738
     3   -127.230305     3.8685   0.0011
     4   -127.230054     4.0263   0.0008

Ensemble free energy [Eh]:     -127.2367747732
