   #           Energy [Eh]      SASA
No   1     -178.1571531210     2596.1
No   2     -178.1510828976     2773.5
No   3     -178.1561732975     2599.6
No   4     -178.1589523746     2710.4
No   5     -178.1523992054     2655.3
No   6     -178.1462702513     2728.1
No   7     -178.1547020592     2651.0
No   8     -178.1535715186     2553.1
No   9     -178.1533417541     2595.3
No  10     -178.1472453839     2714.1
No  11     -178.1383971345     2675.2
No  12     -178.1562471269     2650.5
No  13     -178.1517925833     2512.8
No  14     -178.1482363783     2620.4
No  15     -178.1446368360     2674.8
No  16     -178.1568156826     2663.6
No  17     -178.1494618416     2623.8
No  18     -178.1458919156     2656.4
No  19     -178.1557182867     2502.5
No  20     -178.1478648624     2601.1
