  cluster  E_norm [Eh]  De [kcal]    p
     1   -229.313169     0.0000   0.9645
     2   -229.309934     2.0304   0.0313
     3   -229.307420     3.6077   0.0022
     4   -229.306829     3.9786   0.0012
     5   -229.305644     4.7220   0.0003
     6   -229.305092     5.0687   0.0002
     7   -229.304536     5.4178   0.0001
     8   -229.304495     5.4431   0.0001
     9   -229.303649     5.9741   0.0000
     10  -229.303010     6.3748   0.0000
     11  -229.302855     6.4723   0.0000
     12  -229.301763     7.1579   0.0000
     13  -229.301411     7.3783   0.0000
     14  -229.300346     8.0470   0.0000
     15  -229.300030     8.2453   0.0000
     16  -229.299686     8.4613   0.0000
     17  -229.299446     8.6116   0.0000
     18  -229.299223     8.7514   0.0000
     19  -229.298958     8.9179   0.0000
     20  -229.296035     ******   0.0000
     21  -229.295046     ******   0.0000
     22  -229.294494     ******   0.0000
     23  -229.294432     ******   0.0000
     24  -229.294239     ******   0.0000
     25  -229.294006     ******   0.0000
     26  -229.293636     ******   0.0000
     27  -229.293579     ******   0.0000
     28  -229.293452     ******   0.0000
     29  -229.293367     ******   0.0000
     30  -229.293119     ******   0.0000
     31  -229.292949     ******   0.0000
     32  -229.292636     ******   0.0000
     33  -229.291922     ******   0.0000
     34  -229.291698     ******   0.0000
     35  -229.291127     ******   0.0000
     36  -229.290796     ******   0.0000
     37  -229.290781     ******   0.0000
     38  -229.290264     ******   0.0000
     39  -229.290198     ******   0.0000
     40  -229.289817     ******   0.0000
     41  -229.289462     ******   0.0000
     42  -229.289145     ******   0.0000
     43  -229.288848     ******   0.0000
     44  -229.288694     ******   0.0000
     45  -229.288675     ******   0.0000
     46  -229.288101     ******   0.0000
     47  -229.287090     ******   0.0000
     48  -229.286478     ******   0.0000
     49  -229.281088     ******   0.0000
     50  -229.278964     ******   0.0000
     51  -229.278346     ******   0.0000
