  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.233107     0.0000   0.5655
     2   -127.232853     0.1593   0.4322
     3   -127.227928     3.2494   0.0023
     4   -127.217108     ******   0.0000

Ensemble free energy [Eh]:     -127.2336447663
