  cluster  E_norm [Eh]  De [kcal]    p
     1   -142.303984     0.0000   0.4879
     2   -142.303098     0.5557   0.1910
     3   -142.302836     0.7203   0.1447
     4   -142.302288     1.0640   0.0810
     5   -142.301332     1.6644   0.0294
     6   -142.300735     2.0389   0.0156
     7   -142.300693     2.0650   0.0149
     8   -142.300595     2.1264   0.0135
     9   -142.299634     2.7299   0.0049
     10  -142.299198     3.0034   0.0031
     11  -142.299095     3.0678   0.0028
     12  -142.298904     3.1879   0.0022
     13  -142.298882     3.2013   0.0022
     14  -142.298778     3.2669   0.0020
     15  -142.298706     3.3120   0.0018
     16  -142.297957     3.7819   0.0008
     17  -142.297847     3.8512   0.0007
     18  -142.297836     3.8580   0.0007
     19  -142.297346     4.1654   0.0004
     20  -142.297278     4.2083   0.0004

Ensemble free energy [Eh]:     -142.3046614640
