  cluster  E_norm [Eh]  De [kcal]    p
     1   -305.714647     0.0000   0.9994
     2   -305.706980     4.8112   0.0003
     3   -305.706902     4.8599   0.0003
     4   -305.705429     5.7845   0.0001
     5   -305.701067     8.5214   0.0000
     6   -305.697705     ******   0.0000
     7   -305.697324     ******   0.0000
     8   -305.697097     ******   0.0000
     9   -305.697040     ******   0.0000
     10  -305.696352     ******   0.0000
     11  -305.696274     ******   0.0000
     12  -305.694568     ******   0.0000
     13  -305.694180     ******   0.0000
     14  -305.693836     ******   0.0000
     15  -305.693311     ******   0.0000
     16  -305.692434     ******   0.0000
     17  -305.692386     ******   0.0000
     18  -305.692340     ******   0.0000
     19  -305.691962     ******   0.0000
     20  -305.691851     ******   0.0000

Ensemble free energy [Eh]:     -305.7146476837
