   #           Energy [Eh]      SASA
No   1     -305.4774306132     3513.0
No   2     -305.4949072301     3354.0
No   3     -305.4893987370     3688.6
No   4     -305.4935199413     3343.0
No   5     -305.4699224433     3197.4
No   6     -305.4777874859     3232.5
No   7     -305.4832690494     3310.7
No   8     -305.4868646498     3189.7
No   9     -305.4825365098     3384.8
No  10     -305.4922949006     3380.2
No  11     -305.4833444021     3326.7
No  12     -305.4711088698     3215.4
No  13     -305.4944695464     3297.2
No  14     -305.4822284270     3517.0
No  15     -305.4746216459     3251.4
No  16     -305.4941559237     3255.7
No  17     -305.4859057249     3318.2
No  18     -305.4762567921     3675.3
No  19     -305.4790617089     3577.1
No  20     -305.4758428181     3354.6
