   #   Energy       Run. Aver.   Diff / au.
    1 -574.55729627  -0.91561524  -0.91561524
    2 -546.44084763  -1.35101965  -0.43540441
    3 -543.01022038  -1.33426183   0.01675782
    4 -543.81608129  -1.21316342   0.12109841
    5 -545.62013753  -1.12021124   0.09295218
    6 -546.84379857  -1.06325916   0.05695207
    7 -546.07130358  -1.02754612   0.03571305
    8 -545.05294146  -1.00321336   0.02433276
    9 -543.34898852  -0.98525064   0.01796272
   10 -542.34454014  -0.97135739   0.01389324
   11 -542.94684686  -0.96044741   0.01090999
   12 -543.30528097  -0.95165196   0.00879545
   13 -542.89082271  -0.94432150   0.00733045
   14 -543.76740395  -0.93824268   0.00607882
   15 -542.78803350  -0.93295376   0.00528892
   16 -543.02493315  -0.92839892   0.00455484
   17 -543.02766203  -0.92442338   0.00397554
   18 -543.96720430  -0.92100493   0.00341845
   19 -544.49763474  -0.91802012   0.00298480
   20 -543.27335717  -0.91525793   0.00276219
   21 -541.85516742  -0.91266179   0.00259614
   22 -542.67072251  -0.91036828   0.00229351
   23 -541.57248795  -0.90821127   0.00215701
   24 -541.63054878  -0.90624356   0.00196771
   25 -543.91253031  -0.90458630   0.00165726
   26 -544.64304810  -0.90311323   0.00147307
   27 -544.63677452  -0.90175573   0.00135750
   28 -544.49688298  -0.90049136   0.00126437
   29 -544.34955549  -0.89930931   0.00118205
   30 -544.18647797  -0.89820014   0.00110917
   31 -544.44895990  -0.89717837   0.00102177
   32 -543.96695031  -0.89619919   0.00097918
   33 -543.85789498  -0.89527538   0.00092381
   34 -543.18764543  -0.89437613   0.00089926
   35 -542.95737710  -0.89351848   0.00085765
   36 -542.72845503  -0.89269949   0.00081898
   37 -542.04123668  -0.89189623   0.00080327
   38 -542.50546574  -0.89115512   0.00074111
   39 -542.16464907  -0.89043968   0.00071543
   40 -543.01621524  -0.88979459   0.00064509
   41 -542.89032995  -0.88917779   0.00061680
   42 -542.97178926  -0.88859412   0.00058367
   43 -543.69891157  -0.88806531   0.00052880
   44 -543.87841758  -0.88756830   0.00049702
   45 -544.33484418  -0.88711024   0.00045806
   46 -544.53026146  -0.88667971   0.00043053
   47 -544.79226190  -0.88627698   0.00040274
   48 -544.78382972  -0.88589132   0.00038566
   49 -545.74269440  -0.88555294   0.00033838
   50 -545.57758625  -0.88522377   0.00032916
   51 -544.41328708  -0.88487132   0.00035246
   52 -544.05444777  -0.88452097   0.00035034
   53 -543.95207737  -0.88418081   0.00034016
   54 -544.52496762  -0.88387034   0.00031047
   55 -543.92579042  -0.88355434   0.00031600
   56 -544.26139360  -0.88325908   0.00029526
   57 -544.02266392  -0.88296787   0.00029121
   58 -544.34015040  -0.88269549   0.00027238
   59 -543.88622611  -0.88242040   0.00027509
   60 -544.59248176  -0.88217320   0.00024720
   61 -544.44668906  -0.88193075   0.00024245
   62 -544.69248156  -0.88170252   0.00022824
   63 -543.61103340  -0.88145440   0.00024812
   64 -543.53963227  -0.88121194   0.00024245
   65 -543.53335475  -0.88097688   0.00023506
   66 -543.14680805  -0.88073972   0.00023716
   67 -543.91423012  -0.88052786   0.00021186
   68 -543.81604178  -0.88032031   0.00020756
   69 -544.14648558  -0.88012646   0.00019385
   70 -544.53407038  -0.87994718   0.00017929
   71 -544.35454380  -0.87976911   0.00017806
   72 -543.93323032  -0.87958669   0.00018242
   73 -545.22092167  -0.87943732   0.00014937
   74 -545.49335345  -0.87929829   0.00013902
   75 -544.01715563  -0.87913175   0.00016655
   76 -543.81499007  -0.87896498   0.00016676
   77 -543.20518977  -0.87878993   0.00017506
   78 -543.13626698  -0.87861785   0.00017208
   79 -543.52981190  -0.87845810   0.00015975
   80 -543.21520279  -0.87829623   0.00016187
   81 -543.37993483  -0.87814157   0.00015466
   82 -543.35457540  -0.87799028   0.00015129
   83 -543.49466992  -0.87784537   0.00014491
   84 -543.43512532  -0.87770286   0.00014252
   85 -543.38648031  -0.87756281   0.00014005
   86 -543.98657107  -0.87743717   0.00012564
   87 -543.90133495  -0.87731302   0.00012415
   88 -544.03548405  -0.87719414   0.00011888
   89 -543.93322919  -0.87707616   0.00011798
   90 -543.74316309  -0.87695744   0.00011871
   91 -543.89201926  -0.87684393   0.00011351
   92 -544.95802388  -0.87675142   0.00009252
   93 -544.77155998  -0.87665792   0.00009350
   94 -545.03806305  -0.87657092   0.00008700
   95 -544.98269304  -0.87648489   0.00008603
   96 -544.95760901  -0.87640024   0.00008464
   97 -545.91818413  -0.87633314   0.00006710
   98 -545.82250985  -0.87626603   0.00006711
   99 -546.17226559  -0.87620591   0.00006012
  100 -545.81600991  -0.87614138   0.00006453
  101 -545.83445984  -0.87607837   0.00006300
  102 -546.10330755  -0.87602082   0.00005755
  103 -546.18685996  -0.87596573   0.00005509
  104 -546.18966892  -0.87591177   0.00005396
  105 -545.96874182  -0.87585549   0.00005628
  106 -546.02032036  -0.87580102   0.00005446
  107 -546.08592030  -0.87574857   0.00005245
  108 -545.81995024  -0.87569319   0.00005539
  109 -545.99880280  -0.87564141   0.00005178
  110 -546.03065178  -0.87559106   0.00005035
  111 -545.45180993  -0.87553332   0.00005774
  112 -544.98111321  -0.87546985   0.00006347
  113 -545.13355264  -0.87540961   0.00006025
  114 -545.06065314  -0.87534943   0.00006018
  115 -544.77210946  -0.87528630   0.00006313
  116 -544.54876709  -0.87522116   0.00006514
  117 -544.52612616  -0.87515681   0.00006435
  118 -544.67135234  -0.87509552   0.00006129
  119 -544.78524238  -0.87503681   0.00005871
  120 -544.59436205  -0.87497657   0.00006024
  121 -545.01286813  -0.87492282   0.00005375
  122 -544.73029240  -0.87486632   0.00005651
  123 -544.59600377  -0.87480897   0.00005735
  124 -545.15047186  -0.87475966   0.00004931
  125 -545.15539375  -0.87471127   0.00004839
  126 -545.23979379  -0.87466473   0.00004655
  127 -545.09761770  -0.87461714   0.00004758
  128 -545.15446065  -0.87457100   0.00004614
  129 -545.31761017  -0.87452761   0.00004340
  130 -545.33657038  -0.87448513   0.00004248
  131 -545.72021895  -0.87444798   0.00003715
  132 -546.20293076  -0.87441725   0.00003072
  133 -546.16000111  -0.87438653   0.00003073
  134 -545.97902763  -0.87435410   0.00003242
  135 -545.69781906  -0.87431883   0.00003527
  136 -545.72806582  -0.87428441   0.00003442
  137 -545.66677859  -0.87424979   0.00003462
  138 -545.25441221  -0.87421090   0.00003889
  139 -545.27032531  -0.87417273   0.00003817
  140 -545.35075951  -0.87413602   0.00003671
  141 -545.21661349  -0.87409832   0.00003769
  142 -545.01777867  -0.87405892   0.00003940
  143 -545.52339431  -0.87402569   0.00003323
  144 -545.49329160  -0.87399264   0.00003306
  145 -545.81989742  -0.87396363   0.00002901
  146 -546.04191317  -0.87393747   0.00002616
