   #   Energy       Run. Aver.   Diff / au.
    1 -423.80479701  -0.67537586  -0.67537586
    2 -380.61671908  -0.97865150  -0.30327564
    3 -369.21647220  -0.94965416   0.02899734
    4 -367.91808309  -0.85156997   0.09808420
    5 -371.04836505  -0.77989976   0.07167020
    6 -372.62716515  -0.73694129   0.04295847
    7 -379.35452128  -0.71188987   0.02505142
    8 -376.51289766  -0.69477364   0.01711623
    9 -381.39947158  -0.68320795   0.01156569
   10 -379.93429816  -0.67427697   0.00893099
   11 -381.65099433  -0.66745802   0.00681895
   12 -387.64048895  -0.66274697   0.00471105
   13 -390.58806833  -0.65928417   0.00346280
   14 -391.01028490  -0.65645328   0.00283089
   15 -388.94858813  -0.65382293   0.00263035
   16 -389.61061030  -0.65159985   0.00222308
   17 -388.65069899  -0.64957228   0.00202757
   18 -390.42685764  -0.64793811   0.00163417
   19 -388.96958455  -0.64637443   0.00156368
   20 -388.52794562  -0.64493546   0.00143897
   21 -392.33165362  -0.64392811   0.00100734
   22 -393.43623178  -0.64311198   0.00081614
   23 -394.34301053  -0.64243795   0.00067403
   24 -392.78048481  -0.64172226   0.00071569
   25 -396.59293058  -0.64130519   0.00041708
   26 -397.49794679  -0.64098715   0.00031804
   27 -398.09847231  -0.64073178   0.00025537
   28 -397.73122573  -0.64047599   0.00025579
   29 -396.24117307  -0.64015594   0.00032005
   30 -395.94311671  -0.63983926   0.00031668
   31 -397.27836579  -0.63961175   0.00022750
   32 -400.41105134  -0.63955726   0.00005449
   33 -402.17554869  -0.63959652  -0.00003926
   34 -402.80021310  -0.63966551  -0.00006899
   35 -403.15556729  -0.63974759  -0.00008208
   36 -398.95778920  -0.63963965   0.00010794
   37 -401.27679251  -0.63963229   0.00000736
   38 -401.58429250  -0.63964086  -0.00000857
   39 -401.64448190  -0.63965185  -0.00001100
   40 -401.16198297  -0.63964314   0.00000872
   41 -400.76200614  -0.63961882   0.00002432
   42 -400.07503561  -0.63956922   0.00004960
   43 -400.74888454  -0.63954632   0.00002290
   44 -402.63957784  -0.63959354  -0.00004722
   45 -402.29147232  -0.63962789  -0.00003435
   46 -402.21870897  -0.63965795  -0.00003006
   47 -401.81082698  -0.63967281  -0.00001486
   48 -401.59139323  -0.63967945  -0.00000664
   49 -401.15856287  -0.63967157   0.00000788
   50 -400.23122785  -0.63963416   0.00003741
   51 -399.11388801  -0.63956273   0.00007143
   52 -398.73301501  -0.63948171   0.00008101
   53 -399.85264295  -0.63943724   0.00004447
   54 -400.14134775  -0.63940361   0.00003363
   55 -399.66509235  -0.63935760   0.00004601
   56 -400.28805769  -0.63933075   0.00002686
   57 -400.48072820  -0.63931055   0.00002019
   58 -400.72404781  -0.63929786   0.00001270
   59 -399.55770924  -0.63925421   0.00004364
   60 -399.97492465  -0.63922259   0.00003162
