  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.222162     0.0000   0.9531
     2   -127.218928     2.0293   0.0310
     3   -127.218163     2.5094   0.0138
     4   -127.216227     3.7238   0.0018
     5   -127.213776     5.2624   0.0001
     6   -127.213462     5.4595   0.0001
     7   -127.213073     5.7033   0.0001
     8   -127.211963     6.3996   0.0000
     9   -127.211615     6.6182   0.0000
     10  -127.210652     7.2227   0.0000
     11  -127.210345     7.4154   0.0000
     12  -127.210224     7.4909   0.0000
     13  -127.209033     8.2387   0.0000
     14  -127.205287     ******   0.0000
     15  -127.204394     ******   0.0000
     16  -127.203085     ******   0.0000
     17  -127.202328     ******   0.0000
     18  -127.201731     ******   0.0000
     19  -127.198073     ******   0.0000
     20  -127.195959     ******   0.0000

Ensemble free energy [Eh]:     -127.2222071769
