  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.234470     0.0000   0.8824
     2   -127.232534     1.2153   0.1134
     3   -127.229418     3.1702   0.0042
     4   -127.196495     ******   0.0000

Ensemble free energy [Eh]:     -127.2345884021
