  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.239183     0.0000   0.9961
     2   -127.233789     3.3845   0.0033
     3   -127.232179     4.3948   0.0006
     4   -127.229236     6.2420   0.0000

Ensemble free energy [Eh]:     -127.2391865660
