  cluster  E_norm [Eh]  De [kcal]    p
     1   -891.287691     0.0000   0.8671
     2   -891.285859     1.1493   0.1246
     3   -891.283296     2.7579   0.0082
     4   -891.277128     6.6281   0.0000
     5   -891.271846     9.9429   0.0000
     6   -891.271710     ******   0.0000
     7   -891.271678     ******   0.0000
     8   -891.269749     ******   0.0000
     9   -891.268392     ******   0.0000
     10  -891.267909     ******   0.0000
     11  -891.267739     ******   0.0000
     12  -891.267551     ******   0.0000
     13  -891.266528     ******   0.0000
     14  -891.266497     ******   0.0000
     15  -891.266163     ******   0.0000
     16  -891.264811     ******   0.0000
     17  -891.264195     ******   0.0000
     18  -891.261403     ******   0.0000
     19  -891.260936     ******   0.0000
     20  -891.245053     ******   0.0000

Ensemble free energy [Eh]:     -891.2878253701
