   #           Energy [Eh]      SASA
No   1     -127.2342901011     2013.7
No   2     -127.2333657385     1841.9
No   3     -127.2389473175     2018.9
No   4     -127.2430509182     1908.6
No   5     -127.2475556223     1970.1
No   6     -127.2335740759     2010.9
No   7     -127.2378528952     2058.7
No   8     -127.2330018166     1948.4
No   9     -127.2343247974     1919.7
No  10     -127.2296743258     2031.4
No  11     -127.2391107868     1971.5
No  12     -127.2352504874     2022.9
No  13     -127.2380680688     1968.7
No  14     -127.2311245983     1994.8
No  15     -127.2320945713     1955.4
No  16     -127.2394552752     1955.3
No  17     -127.2329917614     1965.5
No  18     -127.2301970237     2078.4
No  19     -127.2302588564     2007.3
No  20     -127.2318273315     1971.8
