  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.295710     0.0000   0.6127
     2   -524.295275     0.2728   0.3866
     3   -524.289318     4.0110   0.0007
     4   -524.284531     7.0150   0.0000
     5   -524.284310     7.1535   0.0000
     6   -524.283749     7.5056   0.0000
     7   -524.282726     8.1477   0.0000
     8   -524.282163     8.5008   0.0000
     9   -524.281168     9.1253   0.0000
     10  -524.279520     ******   0.0000
     11  -524.279484     ******   0.0000
     12  -524.279182     ******   0.0000
     13  -524.279133     ******   0.0000
     14  -524.277922     ******   0.0000
     15  -524.277670     ******   0.0000
     16  -524.277569     ******   0.0000
     17  -524.277207     ******   0.0000
     18  -524.276654     ******   0.0000
     19  -524.275972     ******   0.0000
     20  -524.275004     ******   0.0000

Ensemble free energy [Eh]:     -524.2961723914
