  #       H(T)       SVIB      SROT       STRA      G(T)
       [kcal/mol]    [      cal/mol/K        ]    [kcal/mol]
  --------------------------------------------------------
  1      479.59    260.18     37.29     44.56    377.61
  2      478.49    260.81     37.55     44.56    376.25
  3      479.38    261.19     37.28     44.56    377.10
  4      479.40    262.73     37.35     44.56    376.64
  5      479.25    263.79     37.26     44.56    376.21
  6      479.68    258.61     37.46     44.56    378.12
  7      479.60    262.08     37.27     44.56    377.06
  8      479.29    261.64     37.36     44.56    376.86
  9      479.88    261.17     37.36     44.56    377.58
  10      479.99    260.92     37.21     44.56    377.82
  11      479.63    262.88     37.29     44.56    376.84
  12      479.77    263.52     37.28     44.56    376.80
  13      479.38    265.09     37.30     44.56    375.94
  14      479.36    259.02     37.30     44.56    377.73
  15      479.88    264.49     37.24     44.56    376.63
  16      479.64    263.86     37.43     44.56    376.53
  17      479.55    265.46     37.18     44.56    376.03
  18      479.59    264.47     37.40     44.56    376.29
  19      479.74    259.20     37.36     44.56    378.03
  20      479.35    261.86     37.24     44.56    376.89
