   #           Energy [Eh]      SASA
No   1     -509.1589310648     5038.0
No   2     -509.1455560843     5101.8
No   3     -509.1637729004     5028.5
No   4     -509.1650941165     5330.0
No   5     -509.1411440188     5317.5
No   6     -509.1437305056     5416.3
No   7     -509.1528231914     5078.9
No   8     -509.1586138324     5057.3
No   9     -509.1468083638     5124.0
No  10     -509.1285817652     5541.0
No  11     -509.1496769628     5447.1
No  12     -509.1407788513     4957.7
No  13     -509.1425898892     5405.1
No  14     -509.1429263417     5280.5
No  15     -509.1383074859     4874.0
No  16     -509.1415768351     5157.3
No  17     -509.1454294842     5113.7
No  18     -509.1352920299     5281.1
No  19     -509.1314710696     5327.4
No  20     -509.1334546135     5317.9
