  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.287401     0.0000   0.5207
     2   -524.287298     0.0642   0.4672
     3   -524.283798     2.2609   0.0115
     4   -524.280692     4.2096   0.0004
     5   -524.280107     4.5766   0.0002
     6   -524.277951     5.9301   0.0000
     7   -524.276763     6.6754   0.0000
     8   -524.275494     7.4714   0.0000
     9   -524.274080     8.3589   0.0000
     10  -524.273237     8.8879   0.0000
     11  -524.273219     8.8992   0.0000
     12  -524.268492     ******   0.0000
     13  -524.268368     ******   0.0000
     14  -524.268233     ******   0.0000
     15  -524.266325     ******   0.0000
     16  -524.266076     ******   0.0000
     17  -524.266012     ******   0.0000
     18  -524.265289     ******   0.0000
     19  -524.265097     ******   0.0000
     20  -524.264811     ******   0.0000

Ensemble free energy [Eh]:     -524.2880170272
