   #   Energy       Run. Aver.   Diff / au.
    1 -441.08547557  -0.70291437  -0.70291437
    2 -397.64992165  -1.01976208  -0.31684771
    3 -390.42020154  -0.99284867   0.02691341
    4 -385.60881683  -0.89153482   0.10131385
    5 -383.97996651  -0.81534728   0.07618754
    6 -386.85197623  -0.76950611   0.04584117
    7 -387.89277422  -0.74133456   0.02817155
    8 -383.15215773  -0.72147026   0.01986429
    9 -386.64022313  -0.70756091   0.01390936
   10 -386.78297945  -0.69705167   0.01050924
   11 -389.25730942  -0.68912076   0.00793091
   12 -388.32633391  -0.68260290   0.00651786
   13 -393.07664927  -0.67777880   0.00482410
   14 -391.01894020  -0.67353061   0.00424819
   15 -389.00200020  -0.66967296   0.00385765
   16 -391.94920782  -0.66661547   0.00305749
   17 -392.01873918  -0.66397127   0.00264420
   18 -393.59240331  -0.66178315   0.00218812
   19 -393.52914765  -0.65984406   0.00193909
   20 -393.84713108  -0.65813667   0.00170739
   21 -396.20880611  -0.65678214   0.00135453
   22 -394.16106713  -0.65541845   0.00136369
   23 -393.23635283  -0.65410888   0.00130957
   24 -395.09994746  -0.65303443   0.00107444
   25 -395.88852904  -0.65210562   0.00092882
   26 -397.87331214  -0.65137550   0.00073012
   27 -394.21878016  -0.65049113   0.00088437
   28 -393.22862520  -0.64960806   0.00088307
   29 -395.42098081  -0.64890641   0.00070165
   30 -396.36834206  -0.64830791   0.00059850
   31 -397.11219262  -0.64778959   0.00051832
   32 -395.99439593  -0.64725051   0.00053909
   33 -399.02430692  -0.64688978   0.00036073
   34 -398.45070291  -0.64652864   0.00036115
   35 -398.25368275  -0.64617915   0.00034949
   36 -398.55039740  -0.64586253   0.00031662
   37 -397.91500972  -0.64553655   0.00032598
   38 -393.46824116  -0.64504099   0.00049555
   39 -393.41315120  -0.64456425   0.00047674
   40 -393.77488786  -0.64412623   0.00043802
   41 -394.43157475  -0.64373605   0.00039019
   42 -396.83142592  -0.64345664   0.00027941
   43 -397.35118211  -0.64321206   0.00024457
   44 -396.28597987  -0.64294082   0.00027125
   45 -396.54736085  -0.64269029   0.00025053
   46 -396.62116835  -0.64245367   0.00023663
   47 -396.09768708  -0.64220966   0.00024401
   48 -396.76556137  -0.64199783   0.00021182
   49 -396.80172446  -0.64179649   0.00020135
   50 -396.77168060  -0.64160245   0.00019404
   51 -396.85271015  -0.64141869   0.00018375
   52 -394.62007913  -0.64117378   0.00024491
   53 -393.86134769  -0.64091414   0.00025964
   54 -393.35289862  -0.64064885   0.00026530
   55 -393.35580252  -0.64039318   0.00025567
   56 -393.52918803  -0.64015174   0.00024143
   57 -396.36979662  -0.63999845   0.00015329
   58 -397.08717480  -0.63987167   0.00012678
   59 -397.11630652  -0.63975043   0.00012124
   60 -398.59630098  -0.63967262   0.00007780
   61 -398.06938382  -0.63958432   0.00008830
   62 -398.03988376  -0.63949794   0.00008638
   63 -398.64980963  -0.63942976   0.00006818
   64 -398.95892331  -0.63937169   0.00005807
   65 -398.73578036  -0.63931009   0.00006160
   66 -398.66957604  -0.63924870   0.00006138
   67 -398.72635219  -0.63919050   0.00005820
   68 -399.24663127  -0.63914626   0.00004425
   69 -398.75589913  -0.63909216   0.00005410
   70 -399.22576561  -0.63905017   0.00004199
   71 -399.07609404  -0.63900617   0.00004400
   72 -399.16522675  -0.63896534   0.00004083
   73 -398.24421303  -0.63890556   0.00005978
   74 -398.60135367  -0.63885483   0.00005073
   75 -398.17066330  -0.63879643   0.00005840
   76 -398.03379103  -0.63873659   0.00005984
   77 -397.70875570  -0.63867156   0.00006503
   78 -397.41942040  -0.63860222   0.00006934
   79 -397.87081190  -0.63854369   0.00005853
   80 -401.26800438  -0.63855443  -0.00001074
   81 -400.45884915  -0.63854983   0.00000459
   82 -400.60421180  -0.63854799   0.00000184
   83 -399.89241647  -0.63853256   0.00001543
   84 -401.04598131  -0.63853922  -0.00000666
   85 -402.79347654  -0.63857875  -0.00003953
   86 -403.30450660  -0.63862720  -0.00004846
   87 -403.77256523  -0.63868322  -0.00005602
   88 -403.60806523  -0.63873508  -0.00005185
   89 -403.64128106  -0.63878631  -0.00005124
   90 -404.10651729  -0.63884464  -0.00005833
   91 -403.93231538  -0.63889872  -0.00005407
   92 -402.07372259  -0.63891937  -0.00002066
   93 -402.09484545  -0.63893959  -0.00002022
   94 -402.18141736  -0.63896084  -0.00002125
   95 -406.21954770  -0.63904939  -0.00008855
   96 -406.21214216  -0.63913668  -0.00008728
   97 -406.35528685  -0.63922450  -0.00008782
   98 -406.45938960  -0.63931223  -0.00008773
   99 -406.01732428  -0.63939107  -0.00007884
  100 -406.29247055  -0.63947263  -0.00008156
  101 -405.72281817  -0.63954361  -0.00007098
  102 -405.56108371  -0.63961057  -0.00006696
  103 -405.41810710  -0.63967398  -0.00006341
  104 -405.45620751  -0.63973672  -0.00006274
  105 -405.29984372  -0.63979589  -0.00005917
  106 -404.17375226  -0.63983698  -0.00004109
  107 -403.42150441  -0.63986592  -0.00002895
  108 -403.10368195  -0.63988953  -0.00002361
  109 -402.28973105  -0.63990075  -0.00001122
  110 -402.58735602  -0.63991597  -0.00001522
  111 -403.09449178  -0.63993824  -0.00002226
  112 -403.44394121  -0.63996514  -0.00002690
  113 -402.14305720  -0.63997325  -0.00000812
  114 -402.22955991  -0.63998228  -0.00000902
  115 -402.71481405  -0.63999787  -0.00001560
  116 -403.22614631  -0.64002028  -0.00002241
  117 -403.72191161  -0.64004912  -0.00002884
  118 -403.73041195  -0.64007763  -0.00002852
  119 -403.90589810  -0.64010802  -0.00003039
  120 -403.84144261  -0.64013706  -0.00002904
  121 -403.54897587  -0.64016175  -0.00002470
  122 -403.82808048  -0.64018965  -0.00002790
  123 -403.73496854  -0.64021592  -0.00002627
  124 -403.71752731  -0.64024153  -0.00002561
  125 -403.82881158  -0.64026814  -0.00002661
