  cluster  E_norm [Eh]  De [kcal]    p
     1   -524.289060     0.0000   0.9455
     2   -524.286312     1.7244   0.0515
     3   -524.283524     3.4739   0.0027
     4   -524.281090     5.0017   0.0002
     5   -524.280194     5.5637   0.0001
     6   -524.279313     6.1163   0.0000
     7   -524.279048     6.2826   0.0000
     8   -524.278975     6.3283   0.0000
     9   -524.278022     6.9266   0.0000
     10  -524.277643     7.1645   0.0000
     11  -524.275788     8.3285   0.0000
     12  -524.274843     8.9215   0.0000
     13  -524.273148     9.9853   0.0000
     14  -524.272253     ******   0.0000
     15  -524.272162     ******   0.0000
     16  -524.271699     ******   0.0000
     17  -524.271464     ******   0.0000
     18  -524.270593     ******   0.0000
     19  -524.268382     ******   0.0000
     20  -524.268287     ******   0.0000
     21  -524.268147     ******   0.0000
     22  -524.267692     ******   0.0000
     23  -524.267638     ******   0.0000
     24  -524.267009     ******   0.0000
     25  -524.266876     ******   0.0000
     26  -524.264364     ******   0.0000
     27  -524.264358     ******   0.0000
     28  -524.264012     ******   0.0000
     29  -524.263922     ******   0.0000
     30  -524.263222     ******   0.0000
     31  -524.262209     ******   0.0000
     32  -524.262074     ******   0.0000
     33  -524.261733     ******   0.0000
     34  -524.261296     ******   0.0000
     35  -524.261005     ******   0.0000
     36  -524.258462     ******   0.0000
     37  -524.258002     ******   0.0000
     38  -524.257739     ******   0.0000
     39  -524.257136     ******   0.0000
     40  -524.256299     ******   0.0000
     41  -524.255977     ******   0.0000
     42  -524.255940     ******   0.0000
     43  -524.255790     ******   0.0000
     44  -524.255503     ******   0.0000
     45  -524.254983     ******   0.0000
     46  -524.253610     ******   0.0000
     47  -524.252826     ******   0.0000
     48  -524.251369     ******   0.0000
     49  -524.249504     ******   0.0000
     50  -524.248857     ******   0.0000
     51  -524.243243     ******   0.0000
