  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.246299     0.0000   0.7756
     2   -127.244555     1.0945   0.1223
     3   -127.244220     1.3045   0.0858
     4   -127.242029     2.6796   0.0084
     5   -127.241106     3.2584   0.0032
     6   -127.240857     3.4149   0.0024
     7   -127.240177     3.8414   0.0012
     8   -127.239201     4.4541   0.0004
     9   -127.238834     4.6842   0.0003
     10  -127.238295     5.0224   0.0002
     11  -127.238149     5.1138   0.0001
     12  -127.237947     5.2411   0.0001
     13  -127.236756     5.9883   0.0000
     14  -127.234809     7.2101   0.0000
     15  -127.234534     7.3824   0.0000
     16  -127.234506     7.4001   0.0000
     17  -127.234456     7.4318   0.0000
     18  -127.234437     7.4433   0.0000
     19  -127.234344     7.5016   0.0000
     20  -127.232019     8.9608   0.0000

Ensemble free energy [Eh]:     -127.2465388158
