   #           Energy [Eh]      SASA
No   1     -152.6886956248     2481.9
No   2     -152.7008385250     2289.5
No   3     -152.6926088562     2451.7
No   4     -152.6909410436     2452.0
No   5     -152.6925866745     2387.6
No   6     -152.6869975432     2261.4
No   7     -152.6910081384     2375.5
No   8     -152.6968712371     2405.0
No   9     -152.6939601045     2360.1
No  10     -152.6782401772     2579.4
No  11     -152.6919514461     2412.1
No  12     -152.6918102085     2181.6
No  13     -152.6894650255     2335.6
No  14     -152.6965764571     2324.0
No  15     -152.6939859324     2268.5
No  16     -152.6934476661     2405.5
No  17     -152.6897055392     2399.3
No  18     -152.6783725940     2280.1
No  19     -152.6947323522     2408.7
No  20     -152.6893815863     2406.7
