   #           Energy [Eh]      SASA
No   1     -127.2202340028     2088.9
No   2     -127.2183264383     2119.9
No   3     -127.2118636136     2058.9
No   4     -127.2020754163     2009.7
No   5     -127.2161828623     2102.5
No   6     -127.2153449849     2114.2
No   7     -127.2195023097     2074.4
No   8     -127.2146910604     2066.2
No   9     -127.2146301555     2172.4
No  10     -127.2094049001     2087.9
No  11     -127.2059566517     2015.9
No  12     -127.2058651625     2110.5
No  13     -127.2113003553     1986.6
No  14     -127.2195365767     1950.3
No  15     -127.2062451426     2098.8
No  16     -127.2074178936     2061.1
No  17     -127.2079293631     2075.0
No  18     -127.2066001005     2041.1
No  19     -127.2214999685     2111.3
No  20     -127.2077080974     1997.0
