  cluster  E_norm [Eh]  De [kcal]    p
     1   -127.237859     0.0000   0.9998
     2   -127.229474     5.2618   0.0001
     3   -127.226897     6.8788   0.0000
     4   -127.226560     7.0905   0.0000

Ensemble free energy [Eh]:     -127.2378596072
