  cluster  E_norm [Eh]  De [kcal]    p
     1   -167.765555     0.0000   0.8974
     2   -167.762923     1.6515   0.0553
     3   -167.762505     1.9135   0.0355
     4   -167.761228     2.7150   0.0092
     5   -167.759112     4.0426   0.0010
     6   -167.759020     4.1005   0.0009
     7   -167.758106     4.6740   0.0003
     8   -167.757468     5.0746   0.0002
     9   -167.757005     5.3651   0.0001
     10  -167.756728     5.5387   0.0001
     11  -167.755819     6.1090   0.0000
     12  -167.755814     6.1125   0.0000
     13  -167.755591     6.2522   0.0000
     14  -167.754225     7.1093   0.0000
     15  -167.754129     7.1696   0.0000
     16  -167.753955     7.2788   0.0000
     17  -167.753435     7.6054   0.0000
     18  -167.753337     7.6668   0.0000
     19  -167.751872     8.5858   0.0000
     20  -167.751407     8.8778   0.0000

Ensemble free energy [Eh]:     -167.7656569334
