   #   Energy       Run. Aver.   Diff / au.
    1 -574.55729627  -0.91561524  -0.91561524
    2 -546.44513265  -1.35102306  -0.43540783
    3 -543.07906282  -1.33430181   0.01672125
    4 -543.89868646  -1.21323546   0.12106636
    5 -546.02050220  -1.12040289   0.09283257
    6 -546.80911951  -1.06342959   0.05697329
    7 -546.05554237  -1.02768558   0.03574401
    8 -545.02975570  -1.00332690   0.02435869
    9 -543.33773291  -0.98534669   0.01798021
   10 -542.33382646  -0.97144039   0.01390630
   11 -542.46427529  -0.96045176   0.01098863
   12 -542.12009721  -0.95149200   0.00895976
   13 -542.23931208  -0.94408134   0.00741065
   14 -543.17156270  -0.93794612   0.00613522
   15 -542.15129762  -0.93260556   0.00534056
   16 -541.07418808  -0.92787496   0.00473060
   17 -540.86197207  -0.92371689   0.00415807
   18 -541.40591243  -0.92010079   0.00361610
   19 -540.17291734  -0.91679044   0.00331035
   20 -539.27121877  -0.91375457   0.00303587
   21 -538.71774413  -0.91097889   0.00277567
   22 -540.63125016  -0.90860599   0.00237291
   23 -540.41551576  -0.90644198   0.00216400
   24 -540.55829450  -0.90447650   0.00196548
   25 -540.47722246  -0.90267103   0.00180547
   26 -541.10823874  -0.90104927   0.00162176
   27 -540.63287173  -0.89952639   0.00152288
   28 -540.24132175  -0.89809353   0.00143286
   29 -541.50572275  -0.89683208   0.00126145
   30 -540.62546118  -0.89561367   0.00121840
   31 -541.85471273  -0.89453846   0.00107522
   32 -541.49970949  -0.89351724   0.00102122
   33 -541.02800705  -0.89253676   0.00098047
   34 -541.08705530  -0.89161793   0.00091883
   35 -541.50246814  -0.89077228   0.00084565
   36 -541.50453394  -0.88997574   0.00079655
   37 -541.82831563  -0.88923752   0.00073822
   38 -541.45064146  -0.88852386   0.00071367
   39 -544.45129851  -0.88797003   0.00055383
   40 -545.32915256  -0.88748287   0.00048717
   41 -545.91552671  -0.88704388   0.00043898
   42 -545.76852854  -0.88662137   0.00042251
   43 -545.74215577  -0.88621792   0.00040345
   44 -545.94037296  -0.88584041   0.00037750
   45 -546.08477978  -0.88548538   0.00035503
   46 -546.12530479  -0.88514768   0.00033771
   47 -545.99352047  -0.88482024   0.00032743
   48 -545.93714165  -0.88450479   0.00031545
   49 -544.55592308  -0.88415754   0.00034725
   50 -544.65438787  -0.88382669   0.00033086
   51 -544.40440155  -0.88350131   0.00032537
   52 -543.90391161  -0.88317322   0.00032809
   53 -543.25116265  -0.88283783   0.00033539
   54 -543.67608559  -0.88252727   0.00031056
   55 -543.79629704  -0.88223194   0.00029533
   56 -543.85274273  -0.88194903   0.00028291
   57 -543.45936428  -0.88166527   0.00028376
   58 -543.68511468  -0.88139748   0.00026779
   59 -543.43403608  -0.88113226   0.00026522
   60 -544.26127274  -0.88089789   0.00023437
   61 -544.09458132  -0.88066736   0.00023053
   62 -543.97208508  -0.88044118   0.00022618
   63 -544.30102480  -0.88023057   0.00021061
   64 -544.25215528  -0.88002556   0.00020500
   65 -544.54525711  -0.87983414   0.00019142
   66 -544.85507172  -0.87965620   0.00017794
   67 -545.16369843  -0.87949112   0.00016508
   68 -544.83037073  -0.87932327   0.00016785
   69 -544.74494811  -0.87915827   0.00016500
   70 -544.28694644  -0.87898760   0.00017067
